문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
408,1.0,0.9823,"[(1, 0.98230696)]"
409,1.0,0.9824,"[(1, 0.9824165)]"
410,1.0,0.9226,"[(1, 0.92259115), (3, 0.06703261)]"
411,1.0,0.9647,"[(1, 0.9646857)]"
412,1.0,0.9524,"[(0, 0.01192788), (1, 0.95239854), (2, 0.011871308), (3, 0.011877928), (4, 0.011924374)]"
413,1.0,0.8877,"[(1, 0.8877406), (3, 0.10475073)]"
414,1.0,0.9844,"[(1, 0.98441464)]"
415,1.0,0.9869,"[(1, 0.9868936)]"
416,1.0,0.9916,"[(1, 0.9916399)]"
417,1.0,0.8744,"[(0, 0.013522396), (1, 0.8744333), (2, 0.013582347), (3, 0.013576147), (4, 0.08488587)]"
418,1.0,0.9378,"[(0, 0.015518452), (1, 0.9377824), (2, 0.015572165), (3, 0.015622694), (4, 0.015504256)]"
419,1.0,0.9639,"[(1, 0.9638762), (3, 0.024157265)]"
420,1.0,0.8671,"[(0, 0.11251468), (1, 0.8670524)]"
421,1.0,0.9255,"[(0, 0.018961048), (1, 0.92548406), (2, 0.018383319), (3, 0.018507935), (4, 0.018663688)]"
422,1.0,0.9914,"[(1, 0.99139017)]"
423,1.0,0.9843,"[(1, 0.9843193)]"
424,1.0,0.9888,"[(1, 0.9887944)]"
425,1.0,0.9721,"[(1, 0.9720898)]"
426,1.0,0.9832,"[(1, 0.9831539)]"
427,1.0,0.9664,"[(1, 0.9663796)]"
428,1.0,0.992,"[(1, 0.99202144)]"
429,1.0,0.9125,"[(1, 0.9124951), (3, 0.079849355)]"
430,1.0,0.955,"[(0, 0.0112477895), (1, 0.9549705), (2, 0.011262161), (3, 0.011335966), (4, 0.011183572)]"
431,1.0,0.8458,"[(1, 0.8458203), (3, 0.06438125), (4, 0.07879026)]"
432,1.0,0.9781,"[(1, 0.97810054)]"
433,1.0,0.8117,"[(1, 0.8116735), (4, 0.16479494)]"
434,1.0,0.8994,"[(0, 0.025254942), (1, 0.89941895), (2, 0.025036879), (3, 0.025194818), (4, 0.02509445)]"
435,1.0,0.9871,"[(1, 0.9871413)]"
436,1.0,0.9266,"[(0, 0.018404458), (1, 0.92658293), (2, 0.018413316), (3, 0.018358074), (4, 0.01824122)]"
437,1.0,0.9677,"[(1, 0.9677434)]"
438,1.0,0.9423,"[(0, 0.014399093), (1, 0.9422741), (2, 0.014378611), (3, 0.014515707), (4, 0.014432514)]"
439,1.0,0.8647,"[(1, 0.86466765), (3, 0.08976194), (4, 0.042573623)]"
440,1.0,0.9133,"[(1, 0.91333413), (3, 0.059981443)]"
441,1.0,0.757,"[(1, 0.7569678), (3, 0.22725947)]"
442,1.0,0.9676,"[(1, 0.9676102)]"
443,1.0,0.9858,"[(1, 0.98579955)]"
444,1.0,0.9954,"[(1, 0.9954038)]"
445,1.0,0.9871,"[(1, 0.9871461)]"
446,1.0,0.9419,"[(0, 0.014440364), (1, 0.94187224), (2, 0.014591588), (3, 0.014517733), (4, 0.014578083)]"
447,1.0,0.9492,"[(1, 0.94921327), (2, 0.037527584)]"
448,1.0,0.9524,"[(0, 0.011815225), (1, 0.9523902), (2, 0.01185561), (3, 0.011992066), (4, 0.011946906)]"
449,1.0,0.993,"[(1, 0.9929539)]"
450,1.0,0.991,"[(1, 0.99096)]"
451,1.0,0.9957,"[(1, 0.9956727)]"
452,1.0,0.9936,"[(1, 0.99359727)]"
453,1.0,0.8186,"[(1, 0.8185559), (3, 0.17214376)]"
454,1.0,0.9082,"[(1, 0.90822434), (3, 0.08765819)]"
455,1.0,0.9854,"[(1, 0.98543584)]"
456,1.0,0.9865,"[(1, 0.986483)]"
457,1.0,0.9747,"[(1, 0.9746698)]"
458,1.0,0.9711,"[(1, 0.97108215)]"
459,1.0,0.9872,"[(1, 0.9871608)]"
460,1.0,0.991,"[(1, 0.99096704)]"
461,1.0,0.9819,"[(1, 0.9818523)]"
462,1.0,0.9183,"[(1, 0.9182765), (3, 0.06731342)]"
463,1.0,0.9535,"[(1, 0.95347667), (3, 0.03243275)]"
464,1.0,0.9827,"[(1, 0.9826965)]"
465,1.0,0.825,"[(1, 0.82498515), (3, 0.17155376)]"
466,1.0,0.8496,"[(1, 0.84960157), (3, 0.12489441)]"
467,1.0,0.9849,"[(1, 0.9848902)]"
468,1.0,0.9838,"[(1, 0.9837925)]"
469,1.0,0.9035,"[(1, 0.90346533), (3, 0.08348539)]"
470,1.0,0.9492,"[(0, 0.012741727), (1, 0.94924045), (2, 0.012615915), (3, 0.012778438), (4, 0.012623505)]"
471,1.0,0.9769,"[(1, 0.9769286)]"
472,1.0,0.9942,"[(1, 0.9942485)]"
473,1.0,0.9835,"[(1, 0.98348296)]"
474,1.0,0.9908,"[(1, 0.9908291)]"
475,3.0,0.4777,"[(0, 0.018333308), (1, 0.46698532), (2, 0.018703928), (3, 0.47768152), (4, 0.018295955)]"
476,1.0,0.9675,"[(1, 0.96751016)]"
477,1.0,0.9597,"[(0, 0.010087463), (1, 0.9596812), (2, 0.010042315), (3, 0.010092213), (4, 0.010096814)]"
478,1.0,0.9424,"[(0, 0.014378198), (1, 0.94236755), (2, 0.0144263115), (3, 0.014455326), (4, 0.014372648)]"
479,1.0,0.8135,"[(1, 0.81347346), (3, 0.15758482)]"
480,1.0,0.9855,"[(1, 0.98550004)]"
481,1.0,0.9815,"[(1, 0.9815142)]"
482,1.0,0.8385,"[(0, 0.01540197), (1, 0.8385078), (2, 0.015903126), (3, 0.114546254), (4, 0.015640887)]"
483,1.0,0.9906,"[(1, 0.99060154)]"
484,1.0,0.9421,"[(0, 0.014383965), (1, 0.9420724), (2, 0.014462159), (3, 0.01455485), (4, 0.01452664)]"
485,1.0,0.9923,"[(1, 0.9922937)]"
486,1.0,0.9802,"[(1, 0.9802432)]"
487,1.0,0.9917,"[(1, 0.9916512)]"
488,1.0,0.9696,"[(1, 0.96955884)]"
489,1.0,0.9946,"[(1, 0.9945794)]"
490,1.0,0.9194,"[(0, 0.020047236), (1, 0.9194482), (2, 0.020140942), (3, 0.020191621), (4, 0.020172002)]"
491,1.0,0.9572,"[(0, 0.010730748), (1, 0.9572092), (2, 0.010632769), (3, 0.010826101), (4, 0.010601155)]"
492,1.0,0.8185,"[(1, 0.8184788), (3, 0.1618731)]"
493,1.0,0.9855,"[(1, 0.9855395)]"
494,1.0,0.9877,"[(1, 0.987728)]"
495,1.0,0.9812,"[(1, 0.9811701)]"
496,1.0,0.9498,"[(0, 0.012534071), (1, 0.9498137), (2, 0.01257187), (3, 0.01254649), (4, 0.012533869)]"
497,1.0,0.9792,"[(1, 0.97918886)]"
498,1.0,0.9378,"[(0, 0.015572707), (1, 0.93775475), (2, 0.015648827), (3, 0.015607984), (4, 0.015415684)]"
499,1.0,0.9869,"[(1, 0.9869123)]"
500,1.0,0.9718,"[(1, 0.97182)]"
501,1.0,0.7231,"[(1, 0.7231379), (3, 0.26865417)]"
502,1.0,0.9932,"[(1, 0.99323756)]"
503,1.0,0.9119,"[(1, 0.9118737), (4, 0.0656279)]"
504,1.0,0.9871,"[(1, 0.98713356)]"
505,1.0,0.9858,"[(1, 0.9857859)]"
506,1.0,0.9957,"[(1, 0.99566346)]"
507,1.0,0.9153,"[(0, 0.046744786), (1, 0.9153369), (2, 0.012577131), (3, 0.012802873), (4, 0.012538308)]"
508,1.0,0.9837,"[(1, 0.9837445), (4, 0.011884839)]"
509,1.0,0.9708,"[(1, 0.97078323)]"
510,1.0,0.9944,"[(1, 0.99442905)]"
511,1.0,0.9884,"[(1, 0.9884359)]"
512,1.0,0.9926,"[(1, 0.9926177)]"
513,1.0,0.9844,"[(1, 0.9844386)]"
514,1.0,0.9862,"[(1, 0.9861931)]"
515,1.0,0.9872,"[(1, 0.98725003)]"
516,1.0,0.9661,"[(1, 0.9661121)]"
517,1.0,0.9689,"[(1, 0.96885306)]"
518,1.0,0.9941,"[(1, 0.9941193)]"
519,1.0,0.9797,"[(1, 0.97974336)]"
520,1.0,0.9868,"[(1, 0.98675793)]"
521,1.0,0.9879,"[(1, 0.9879345)]"
522,1.0,0.9823,"[(1, 0.9822814)]"
523,1.0,0.9386,"[(1, 0.93864775), (3, 0.05005475)]"
524,1.0,0.9945,"[(1, 0.9945321)]"
525,1.0,0.9775,"[(1, 0.97749954)]"
526,1.0,0.978,"[(1, 0.9779858)]"
527,1.0,0.993,"[(1, 0.9929869)]"
528,1.0,0.9523,"[(0, 0.012001616), (1, 0.9523257), (2, 0.011841271), (3, 0.0120134065), (4, 0.011817952)]"
529,1.0,0.9906,"[(1, 0.99060094)]"
530,1.0,0.851,"[(1, 0.851006), (3, 0.14185295)]"
531,1.0,0.9847,"[(1, 0.9846761)]"
532,1.0,0.5829,"[(1, 0.582902), (3, 0.38945305)]"
533,1.0,0.9689,"[(1, 0.96891177)]"
534,1.0,0.9737,"[(1, 0.9737075)]"
535,1.0,0.9869,"[(1, 0.9869021)]"
536,1.0,0.9767,"[(1, 0.97669876)]"
537,1.0,0.9772,"[(1, 0.97724545)]"
538,1.0,0.9827,"[(1, 0.9826938)]"
539,1.0,0.9698,"[(1, 0.9698165)]"
540,1.0,0.9675,"[(1, 0.967522)]"
541,1.0,0.9889,"[(1, 0.988907)]"
542,1.0,0.9676,"[(1, 0.96762246)]"
543,1.0,0.8849,"[(0, 0.028742755), (1, 0.8848882), (2, 0.028764337), (3, 0.028806124), (4, 0.0287986)]"
544,1.0,0.9798,"[(1, 0.97976035)]"
545,1.0,0.9769,"[(1, 0.9768578)]"
546,1.0,0.9942,"[(1, 0.99417496)]"
547,1.0,0.8918,"[(1, 0.8917872), (3, 0.095792584)]"
548,1.0,0.9767,"[(1, 0.97673994)]"
549,1.0,0.789,"[(1, 0.78896356), (3, 0.20295577)]"
550,1.0,0.9922,"[(1, 0.9922388)]"
551,1.0,0.6408,"[(0, 0.02263946), (1, 0.640787), (2, 0.022451572), (3, 0.29168543), (4, 0.02243652)]"
552,1.0,0.8987,"[(0, 0.025122447), (1, 0.8987296), (2, 0.025314735), (3, 0.025581507), (4, 0.025251662)]"
553,1.0,0.9908,"[(1, 0.99084747)]"
554,1.0,0.9915,"[(1, 0.9914576)]"
555,1.0,0.9931,"[(1, 0.9931481)]"
556,1.0,0.9904,"[(1, 0.9904403)]"
557,1.0,0.9875,"[(1, 0.987471)]"
558,1.0,0.9597,"[(1, 0.9596527), (4, 0.0261897)]"
559,1.0,0.9596,"[(0, 0.010047479), (1, 0.9595851), (2, 0.010057846), (3, 0.010183848), (4, 0.01012576)]"
560,1.0,0.9882,"[(1, 0.98815954)]"
561,1.0,0.8695,"[(1, 0.86954904), (3, 0.122077994)]"
562,1.0,0.9462,"[(0, 0.013413797), (1, 0.9462101), (2, 0.013418818), (3, 0.013531863), (4, 0.013425422)]"
563,1.0,0.9746,"[(1, 0.97461694)]"
564,1.0,0.9317,"[(0, 0.016844453), (1, 0.9316786), (2, 0.016853983), (3, 0.017470589), (4, 0.017152354)]"
565,1.0,0.8987,"[(0, 0.02527661), (1, 0.8986882), (2, 0.025388148), (3, 0.025378358), (4, 0.025268722)]"
566,1.0,0.9689,"[(1, 0.9688786)]"
567,1.0,0.9875,"[(1, 0.98752135)]"
568,1.0,0.9938,"[(1, 0.99381214)]"
569,1.0,0.9325,"[(0, 0.016827995), (1, 0.93252164), (2, 0.016768055), (3, 0.017008374), (4, 0.0168739)]"
570,1.0,0.9867,"[(1, 0.98671246)]"
571,1.0,0.9377,"[(0, 0.015564164), (1, 0.93772054), (2, 0.015469061), (3, 0.015716888), (4, 0.015529345)]"
572,1.0,0.87,"[(1, 0.87004894), (3, 0.10963868)]"
573,1.0,0.9689,"[(1, 0.96885353)]"
574,1.0,0.9896,"[(1, 0.98959666)]"
575,1.0,0.9849,"[(1, 0.9848728)]"
576,1.0,0.9611,"[(1, 0.9610738)]"
577,1.0,0.9866,"[(1, 0.98656476)]"
578,1.0,0.9906,"[(1, 0.9905801)]"
579,1.0,0.9459,"[(0, 0.0135640865), (1, 0.94588375), (2, 0.013411682), (3, 0.013537131), (4, 0.013603381)]"
580,1.0,0.9875,"[(1, 0.9874948)]"
581,1.0,0.9495,"[(0, 0.012599575), (1, 0.94945276), (2, 0.012611929), (3, 0.012707561), (4, 0.012628174)]"
582,1.0,0.9879,"[(1, 0.9878993)]"
583,1.0,0.9895,"[(1, 0.98945874)]"
584,1.0,0.9451,"[(0, 0.013987818), (1, 0.9451183), (2, 0.013378783), (3, 0.013699758), (4, 0.013815278)]"
585,1.0,0.9468,"[(1, 0.94683194), (3, 0.049302533)]"
586,1.0,0.9865,"[(1, 0.98648155)]"
587,1.0,0.8981,"[(0, 0.025301902), (1, 0.89811915), (2, 0.02512815), (3, 0.025525583), (4, 0.025925204)]"
588,1.0,0.9632,"[(1, 0.9631843)]"
589,1.0,0.9922,"[(1, 0.99220395)]"
590,1.0,0.9897,"[(1, 0.98968214)]"
591,1.0,0.8378,"[(0, 0.016914055), (1, 0.8377916), (2, 0.01679779), (3, 0.016910313), (4, 0.11158621)]"
592,1.0,0.9779,"[(1, 0.9778756)]"
593,1.0,0.8723,"[(1, 0.87227863), (3, 0.11286395)]"
594,1.0,0.9572,"[(0, 0.010668173), (1, 0.95716846), (2, 0.010595664), (3, 0.010991006), (4, 0.0105767)]"
595,1.0,0.941,"[(0, 0.0148991225), (1, 0.9409603), (2, 0.014350808), (3, 0.015463372), (4, 0.0143263955)]"
596,3.0,0.5394,"[(1, 0.4389954), (3, 0.539363)]"
597,1.0,0.9309,"[(0, 0.017472502), (1, 0.93088394), (2, 0.017366242), (3, 0.017119773), (4, 0.017157512)]"
598,1.0,0.6864,"[(0, 0.013593244), (1, 0.68637913), (2, 0.013449076), (3, 0.27319735), (4, 0.0133811785)]"
599,1.0,0.9831,"[(1, 0.98313695)]"
600,1.0,0.9549,"[(0, 0.011270076), (1, 0.95486337), (2, 0.011308029), (3, 0.011326905), (4, 0.011231614)]"
601,1.0,0.9802,"[(1, 0.9802177)]"
602,1.0,0.9775,"[(1, 0.9774754)]"
603,1.0,0.9419,"[(0, 0.014516328), (1, 0.94190866), (2, 0.014455324), (3, 0.014587463), (4, 0.014532261)]"
604,1.0,0.9629,"[(1, 0.9629068)]"
605,1.0,0.982,"[(1, 0.9820027)]"
606,1.0,0.9615,"[(1, 0.96149075)]"
607,1.0,0.9936,"[(1, 0.99361056)]"
608,1.0,0.9798,"[(1, 0.97978604)]"
609,1.0,0.9871,"[(1, 0.98714197)]"
610,1.0,0.83,"[(0, 0.01848991), (1, 0.83003956), (2, 0.01836767), (3, 0.11480844), (4, 0.018294457)]"
611,1.0,0.9932,"[(1, 0.99322325)]"
612,1.0,0.9594,"[(0, 0.010134238), (1, 0.9594213), (2, 0.010148446), (3, 0.010228277), (4, 0.010067823)]"
613,1.0,0.9877,"[(1, 0.9876613)]"
614,1.0,0.9263,"[(0, 0.018426524), (1, 0.9263121), (2, 0.0183194), (3, 0.018554486), (4, 0.01838748)]"
615,1.0,0.8266,"[(0, 0.011977727), (1, 0.826584), (2, 0.012345777), (3, 0.011952665), (4, 0.13713989)]"
616,1.0,0.9709,"[(1, 0.97086066)]"
617,1.0,0.9797,"[(1, 0.97966945)]"
618,1.0,0.9856,"[(1, 0.9855594)]"
619,1.0,0.9838,"[(1, 0.9837851)]"
620,1.0,0.9378,"[(1, 0.93779415), (3, 0.044839807)]"
621,1.0,0.9739,"[(1, 0.9738733)]"
622,1.0,0.9096,"[(0, 0.022363631), (1, 0.90964675), (2, 0.02239859), (3, 0.023238176), (4, 0.022352869)]"
623,1.0,0.731,"[(0, 0.06814062), (1, 0.7309665), (2, 0.06678224), (3, 0.06688524), (4, 0.06722536)]"
624,1.0,0.9469,"[(1, 0.94687223), (4, 0.038017705)]"
625,1.0,0.8428,"[(1, 0.84282625), (3, 0.13848865)]"
626,1.0,0.987,"[(1, 0.98695385)]"
627,1.0,0.9775,"[(1, 0.9775144)]"
628,1.0,0.8168,"[(1, 0.8168166), (3, 0.18069054)]"
629,1.0,0.9458,"[(0, 0.013424145), (1, 0.94579464), (2, 0.013530108), (3, 0.0136941625), (4, 0.0135569405)]"
630,1.0,0.8428,"[(1, 0.84275204), (3, 0.14738572)]"
631,1.0,0.9551,"[(0, 0.011157529), (1, 0.9550657), (2, 0.011153584), (3, 0.011418026), (4, 0.011205133)]"
632,1.0,0.9857,"[(1, 0.985655)]"
633,1.0,0.9421,"[(0, 0.014498724), (1, 0.942143), (2, 0.014536253), (3, 0.014410903), (4, 0.01441106)]"
634,1.0,0.9871,"[(1, 0.98713976)]"
635,1.0,0.9186,"[(0, 0.020785589), (1, 0.91862965), (2, 0.020164657), (3, 0.020357767), (4, 0.020062314)]"
636,1.0,0.9887,"[(1, 0.9886653)]"
637,1.0,0.9875,"[(1, 0.98754364)]"
638,1.0,0.9663,"[(1, 0.9662662)]"
639,1.0,0.9722,"[(1, 0.97217387)]"
640,1.0,0.9868,"[(1, 0.9868283)]"
641,1.0,0.9767,"[(1, 0.9766976)]"
642,1.0,0.9923,"[(1, 0.9922584)]"
643,1.0,0.9796,"[(1, 0.9795601), (3, 0.017266173)]"
644,1.0,0.9959,"[(1, 0.99586916)]"
645,1.0,0.9628,"[(1, 0.9628416)]"
646,1.0,0.9372,"[(0, 0.015845958), (1, 0.9372048), (2, 0.015605123), (3, 0.015872942), (4, 0.015471145)]"
647,1.0,0.9906,"[(1, 0.9905566)]"
648,1.0,0.9834,"[(1, 0.98337483)]"
649,1.0,0.983,"[(1, 0.9830065)]"
650,1.0,0.9786,"[(1, 0.97859806)]"
651,1.0,0.9915,"[(1, 0.9914745)]"
652,1.0,0.9712,"[(1, 0.9711944)]"
653,1.0,0.9612,"[(1, 0.96118355)]"
654,1.0,0.9768,"[(1, 0.9768266)]"
655,1.0,0.9913,"[(1, 0.9912911)]"
656,1.0,0.9919,"[(1, 0.99189585)]"
657,1.0,0.9192,"[(0, 0.020204637), (1, 0.91922444), (2, 0.02014983), (3, 0.02026547), (4, 0.020155568)]"
658,1.0,0.9594,"[(0, 0.010100676), (1, 0.95939195), (2, 0.0101515455), (3, 0.01021214), (4, 0.010143656)]"
659,1.0,0.992,"[(1, 0.9919563)]"
660,1.0,0.9882,"[(1, 0.9881963)]"
661,1.0,0.9773,"[(1, 0.9773442)]"
662,1.0,0.9767,"[(1, 0.97665465), (4, 0.017178513)]"
663,1.0,0.9964,"[(1, 0.99639463)]"
664,1.0,0.8499,"[(1, 0.8499313), (3, 0.13648565)]"
665,1.0,0.9837,"[(1, 0.9837246)]"
666,1.0,0.9593,"[(0, 0.010198513), (1, 0.9592854), (2, 0.010067275), (3, 0.010388959), (4, 0.010059851)]"
667,1.0,0.9709,"[(1, 0.9708506)]"
668,1.0,0.9427,"[(1, 0.94267976), (3, 0.04944578)]"
669,1.0,0.9552,"[(0, 0.011167041), (1, 0.955154), (2, 0.01121102), (3, 0.011305119), (4, 0.011162786)]"
670,1.0,0.9496,"[(0, 0.0125747295), (1, 0.9496373), (2, 0.012586875), (3, 0.0125826), (4, 0.0126185585)]"
671,1.0,0.9398,"[(0, 0.050167404), (1, 0.93983287)]"
672,1.0,0.8999,"[(1, 0.8999396), (3, 0.09457582)]"
673,1.0,0.825,"[(1, 0.8250376), (3, 0.15465508)]"
674,1.0,0.9882,"[(1, 0.98820686)]"
675,1.0,0.9913,"[(1, 0.9912705)]"
676,1.0,0.9647,"[(1, 0.9647013)]"
677,1.0,0.9755,"[(1, 0.9754514)]"
678,1.0,0.9377,"[(0, 0.0156192025), (1, 0.9376907), (2, 0.015571966), (3, 0.015678503), (4, 0.015439699)]"
679,1.0,0.6502,"[(0, 0.30904263), (1, 0.6502015), (2, 0.01351102), (3, 0.013826024), (4, 0.013418807)]"
680,1.0,0.9095,"[(1, 0.909547), (3, 0.083825946)]"
681,1.0,0.956,"[(0, 0.040773198), (1, 0.9560159)]"
682,1.0,0.9977,"[(1, 0.9977456)]"
683,1.0,0.9494,"[(0, 0.012633486), (1, 0.94944936), (2, 0.012654256), (3, 0.012729691), (4, 0.012533186)]"
684,1.0,0.99,"[(1, 0.9899535)]"
685,1.0,0.9552,"[(0, 0.01117786), (1, 0.9552367), (2, 0.011183321), (3, 0.011202971), (4, 0.011199176)]"
686,1.0,0.9903,"[(1, 0.9902656)]"
687,1.0,0.942,"[(0, 0.014590571), (1, 0.94204336), (2, 0.01454842), (3, 0.014446253), (4, 0.0143714165)]"
688,1.0,0.9914,"[(1, 0.9913873)]"
689,1.0,0.9378,"[(0, 0.015545959), (1, 0.9378386), (2, 0.015552213), (3, 0.015585546), (4, 0.015477672)]"
690,1.0,0.8917,"[(1, 0.8916814), (4, 0.09717712)]"
691,1.0,0.9649,"[(1, 0.9648715)]"
692,1.0,0.9913,"[(1, 0.9912901)]"
693,1.0,0.9803,"[(1, 0.98033124)]"
694,1.0,0.9662,"[(1, 0.9662213)]"
695,1.0,0.9761,"[(1, 0.97605085)]"
696,1.0,0.9422,"[(1, 0.94224846), (3, 0.05234592)]"
697,1.0,0.9901,"[(1, 0.9901112)]"
698,1.0,0.985,"[(1, 0.98501533)]"
699,1.0,0.9832,"[(1, 0.98315144)]"
700,1.0,0.9746,"[(1, 0.97464764)]"
701,1.0,0.9942,"[(1, 0.9942091)]"
702,1.0,0.9858,"[(1, 0.985753)]"
703,1.0,0.97,"[(1, 0.9700314)]"
704,1.0,0.9943,"[(1, 0.9942554)]"
705,1.0,0.9873,"[(1, 0.9872797)]"
706,1.0,0.9648,"[(1, 0.96480495)]"
707,1.0,0.9878,"[(1, 0.987845)]"
708,1.0,0.9726,"[(1, 0.97256017), (4, 0.019409472)]"
709,1.0,0.8831,"[(0, 0.028659945), (1, 0.8830574), (2, 0.028584357), (3, 0.028598288), (4, 0.031100005)]"
710,1.0,0.9926,"[(1, 0.9926354)]"
711,1.0,0.9793,"[(1, 0.97934467)]"
712,1.0,0.9895,"[(1, 0.98947394)]"
713,1.0,0.9698,"[(1, 0.9697842)]"
714,1.0,0.9802,"[(1, 0.9802448)]"
715,1.0,0.8654,"[(0, 0.033583175), (1, 0.8653931), (2, 0.033489276), (3, 0.03357142), (4, 0.03396303)]"
716,1.0,0.9901,"[(1, 0.99013156)]"
717,1.0,0.9571,"[(0, 0.010616749), (1, 0.95713496), (2, 0.010644112), (3, 0.010757373), (4, 0.010846836)]"
718,1.0,0.9959,"[(1, 0.99588907)]"
719,1.0,0.7564,"[(0, 0.010167816), (1, 0.75644326), (2, 0.010077187), (3, 0.21312316), (4, 0.010188583)]"
720,1.0,0.993,"[(1, 0.99301517)]"
721,1.0,0.7035,"[(1, 0.7034576), (3, 0.20636247), (4, 0.07857749)]"
722,1.0,0.9966,"[(1, 0.9966489)]"
723,1.0,0.9262,"[(0, 0.018263832), (1, 0.9262305), (2, 0.018548043), (3, 0.018201116), (4, 0.01875653)]"
724,1.0,0.9809,"[(1, 0.98087656)]"
725,1.0,0.9176,"[(0, 0.020369707), (1, 0.9176305), (2, 0.020298682), (3, 0.020933641), (4, 0.020767456)]"
726,1.0,0.574,"[(0, 0.012902756), (1, 0.57395536), (2, 0.0127412975), (3, 0.34062862), (4, 0.05977199)]"
727,1.0,0.9899,"[(1, 0.9898607)]"
728,1.0,0.9898,"[(1, 0.989801)]"
729,1.0,0.9787,"[(1, 0.9787422)]"
730,1.0,0.9522,"[(0, 0.011826428), (1, 0.95224637), (2, 0.011917524), (3, 0.011958531), (4, 0.012051168)]"
731,1.0,0.9902,"[(1, 0.99023247)]"
732,1.0,0.9549,"[(0, 0.011257101), (1, 0.9549111), (2, 0.011358429), (3, 0.011228335), (4, 0.011245053)]"
733,1.0,0.8076,"[(1, 0.8076421), (3, 0.1814834)]"
734,1.0,0.9841,"[(1, 0.98413223)]"
735,1.0,0.7956,"[(0, 0.051265847), (1, 0.7956482), (2, 0.05072541), (3, 0.05188374), (4, 0.0504768)]"
736,1.0,0.9878,"[(1, 0.9877531)]"
737,1.0,0.9549,"[(0, 0.011305452), (1, 0.95494705), (2, 0.011359977), (3, 0.011228727), (4, 0.0111587485)]"
738,1.0,0.9233,"[(0, 0.0489029), (1, 0.92326176)]"
739,1.0,0.9699,"[(1, 0.96987414)]"
740,1.0,0.9529,"[(1, 0.9529398), (3, 0.04286352)]"
741,1.0,0.9875,"[(1, 0.98750246)]"
742,1.0,0.9787,"[(1, 0.9787432)]"
743,1.0,0.9927,"[(1, 0.992743)]"
744,0.0,0.5201,"[(0, 0.5201425), (1, 0.43293938), (2, 0.015570017), (3, 0.015959034), (4, 0.015389076)]"
745,1.0,0.9455,"[(1, 0.94553983), (3, 0.034091856)]"
746,1.0,0.7964,"[(1, 0.7964006), (3, 0.18272041)]"
747,1.0,0.9677,"[(1, 0.967711)]"
748,1.0,0.9864,"[(1, 0.9864375)]"
749,1.0,0.9797,"[(1, 0.9797181)]"
750,1.0,0.8798,"[(1, 0.8798392), (3, 0.1105725)]"
751,1.0,0.9494,"[(0, 0.012541712), (1, 0.94939286), (2, 0.012556939), (3, 0.01276416), (4, 0.012744343)]"
752,1.0,0.9943,"[(1, 0.9943337)]"
753,1.0,0.9811,"[(1, 0.9811318)]"
754,1.0,0.9922,"[(1, 0.9922237)]"
755,1.0,0.9597,"[(0, 0.010071775), (1, 0.9597043), (2, 0.010053452), (3, 0.010062509), (4, 0.010107973)]"
756,1.0,0.9961,"[(1, 0.9961152)]"
757,1.0,0.7264,"[(0, 0.07141044), (1, 0.72639185), (2, 0.066675164), (3, 0.06823097), (4, 0.06729161)]"
758,1.0,0.9942,"[(1, 0.9942127)]"
759,1.0,0.9869,"[(1, 0.98693806)]"
760,1.0,0.9929,"[(1, 0.99286056)]"
761,1.0,0.922,"[(1, 0.9220034), (3, 0.05903394)]"
762,1.0,0.754,"[(1, 0.7539654), (3, 0.2196642)]"
763,1.0,0.9837,"[(1, 0.9836544)]"
764,1.0,0.9328,"[(0, 0.016776131), (1, 0.93275934), (2, 0.016799709), (3, 0.016854633), (4, 0.016810128)]"
765,1.0,0.9854,"[(1, 0.98544264)]"
766,1.0,0.9883,"[(1, 0.9882692)]"
767,1.0,0.985,"[(1, 0.9849794)]"
768,1.0,0.9656,"[(1, 0.965643)]"
769,1.0,0.9775,"[(1, 0.97752315)]"
770,1.0,0.8629,"[(1, 0.86290777), (3, 0.1273525)]"
771,1.0,0.8084,"[(0, 0.012599904), (1, 0.80840266), (2, 0.012616365), (3, 0.15378208), (4, 0.012599013)]"
772,1.0,0.9671,"[(1, 0.9670862), (3, 0.029952537)]"
773,1.0,0.9936,"[(1, 0.99362725)]"
774,1.0,0.851,"[(1, 0.850969), (3, 0.12651087)]"
775,1.0,0.6769,"[(0, 0.01695324), (1, 0.6769466), (2, 0.016978411), (3, 0.2722523), (4, 0.016869485)]"
776,1.0,0.9739,"[(1, 0.97386503)]"
777,1.0,0.985,"[(1, 0.9850078)]"
778,1.0,0.9923,"[(1, 0.9923391)]"
779,1.0,0.9897,"[(1, 0.98973936)]"
780,1.0,0.9898,"[(1, 0.9898465)]"
781,1.0,0.9875,"[(1, 0.9875481)]"
782,1.0,0.984,"[(1, 0.9839947)]"
783,1.0,0.9853,"[(1, 0.9853166), (4, 0.012295494)]"
784,1.0,0.8843,"[(0, 0.028724562), (1, 0.8842901), (2, 0.028724406), (3, 0.029039994), (4, 0.029220985)]"
785,1.0,0.9632,"[(1, 0.963191)]"
786,1.0,0.9567,"[(1, 0.9567026), (3, 0.042223666)]"
787,1.0,0.9624,"[(1, 0.9623915)]"
788,1.0,0.9875,"[(1, 0.98746115)]"
789,1.0,0.986,"[(1, 0.9859803)]"
790,1.0,0.9841,"[(1, 0.9840913)]"
791,1.0,0.9128,"[(0, 0.059589688), (1, 0.9128345)]"
